
Event #: 2, Angle: 2, E1/E2: 8.12082409923
Event #: 2, Angle: 2, E1/E2: 0.419207634549
Event #: 2, Angle: 2, E1/E2: 0.329825538915
Event #: 2, Angle: 2, E1/E2: 0.391877985644
Event #: 2, Angle: 2, E1/E2: 0.0203784238938
Event #: 2, Angle: 2, E1/E2: 0.806635987048
Event #: 2, Angle: 2, E1/E2: 0.575645494811
Event #: 2, Angle: 2, E1/E2: 0.341018367988
Event #: 2, Angle: 2, E1/E2: 0.607839714238
Event #: 2, Angle: 2, E1/E2: 0.411132548763
Event #: 2, Angle: 2, E1/E2: 0.166072628403
Event #: 2, Angle: 2, E1/E2: 0.78112303493
Event #: 2, Angle: 2, E1/E2: 4.20802260413
Event #: 2, Angle: 2, E1/E2: 2.40093788832
Event #: 2, Angle: 2, E1/E2: 18.0946132982
Event #: 2, Angle: 2, E1/E2: 0.298543991086
Event #: 2, Angle: 2, E1/E2: 1.32033249928
Event #: 2, Angle: 2, E1/E2: 0.277253735919
Event #: 2, Angle: 2, E1/E2: 0.0546690491705
Event #: 2, Angle: 2, E1/E2: 18.3168560438
Event #: 2, Angle: 2, E1/E2: 1.48866909338
Event #: 2, Angle: 2, E1/E2: 0.828777508894
Event #: 2, Angle: 2, E1/E2: 1.02899147263
Event #: 2, Angle: 2, E1/E2: 0.140799256082
Event #: 2, Angle: 2, E1/E2: 2.43307898676
Event #: 2, Angle: 2, E1/E2: 2.20793716416
Event #: 2, Angle: 2, E1/E2: 0.0886938864854
Event #: 2, Angle: 2, E1/E2: 0.0747291696794
Event #: 2, Angle: 2, E1/E2: 85.2074268901
Event #: 2, Angle: 2, E1/E2: 0.308592213373
Event #: 2, Angle: 2, E1/E2: 0.673922590579
Event #: 2, Angle: 2, E1/E2: 2.40281571923
Event #: 2, Angle: 2, E1/E2: 1.76382930641
Event #: 2, Angle: 2, E1/E2: 0.785209985739
Event #: 2, Angle: 2, E1/E2: 27.2889523064
Event #: 2, Angle: 2, E1/E2: 0.761031378899
Event #: 2, Angle: 2, E1/E2: 61.8244461803
Event #: 2, Angle: 2, E1/E2: 1.01958792333
Event #: 2, Angle: 2, E1/E2: 3.79726961897
Event #: 2, Angle: 2, E1/E2: 2.84496217106
Event #: 2, Angle: 2, E1/E2: 2.01335897234
Event #: 2, Angle: 2, E1/E2: 2.63768162507
Event #: 2, Angle: 2, E1/E2: 4.31680149378
Event #: 2, Angle: 2, E1/E2: 0.465097321541
Event #: 2, Angle: 2, E1/E2: 3.98956224021
Event #: 2, Angle: 2, E1/E2: 0.921622603496
Event #: 2, Angle: 2, E1/E2: 0.19892793317
Event #: 2, Angle: 2, E1/E2: 6.36347386323
Event #: 2, Angle: 2, E1/E2: 0.0802167578751
Event #: 2, Angle: 2, E1/E2: 0.329668100655
Event #: 2, Angle: 3, E1/E2: 4.76887498062
Event #: 2, Angle: 3, E1/E2: 2.76141932944
Event #: 2, Angle: 3, E1/E2: 0.14130049767
Event #: 2, Angle: 3, E1/E2: 0.838784906793
Event #: 2, Angle: 3, E1/E2: 0.135591847322
Event #: 2, Angle: 3, E1/E2: 0.261704434029
Event #: 2, Angle: 3, E1/E2: 8.97813972197
Event #: 2, Angle: 3, E1/E2: 0.193154068764
Event #: 2, Angle: 3, E1/E2: 1.2285682144
Event #: 2, Angle: 3, E1/E2: 0.0248379394033
Event #: 2, Angle: 3, E1/E2: 0.446415405126
Event #: 2, Angle: 3, E1/E2: 11.6689838672
Event #: 2, Angle: 3, E1/E2: 8.79426933032
Event #: 2, Angle: 3, E1/E2: 0.54585093266
Event #: 2, Angle: 3, E1/E2: 4.58620576271
Event #: 2, Angle: 3, E1/E2: 0.194994213781
Event #: 2, Angle: 3, E1/E2: 0.0984053827076
Event #: 2, Angle: 3, E1/E2: 0.656360438426
Event #: 2, Angle: 3, E1/E2: 6.97481321679
Event #: 2, Angle: 3, E1/E2: 1.74725571569
Event #: 2, Angle: 3, E1/E2: 6.46153050156
Event #: 2, Angle: 3, E1/E2: 1.26617343784
Event #: 2, Angle: 3, E1/E2: 0.858359412354
Event #: 2, Angle: 3, E1/E2: 0.389492892154
Event #: 2, Angle: 3, E1/E2: 0.812553139073
